#{"t_start": 1668888091.39069, "env_id": null}
r,l,t
12.0,9,6479.019499
17.0,4,6479.166564
17.0,4,6479.306698
14.0,7,6479.56833
12.0,9,6479.896684
14.0,7,6480.149293
11.0,10,6480.508256
11.0,10,6480.860212
5.0,16,6481.431224
15.0,6,6481.651493
5.0,16,6482.21776
6.0,15,6482.747334
11.0,10,6483.106038
7.0,14,6483.617834
6.0,15,6484.169849
10.0,11,6484.569351
16.0,5,6484.75242
17.0,4,6484.919532
5.0,16,6485.489313
10.0,11,6485.882141
16.0,5,6486.065675
14.0,7,6486.326103
12.0,9,6486.645118
14.0,7,6486.897351
13.0,8,6487.196007
19.0,2,6487.264895
16.0,5,6487.447391
8.0,13,6487.911443
11.0,10,6488.270665
15.0,6,6488.488637
11.0,10,6488.832817
14.0,7,6489.086932
13.0,8,6489.37791
17.0,4,6489.528401
17.0,4,6489.696652
5.0,16,6490.280224
11.0,10,6490.648143
8.0,13,6491.123739
6.0,15,6491.666309
6.0,15,6492.217062
12.0,9,6492.540169
12.0,9,6492.866682
18.0,3,6492.98796
18.0,3,6493.099707
14.0,7,6493.359314
13.0,8,6493.657084
15.0,6,6493.8878
11.0,10,6494.258958
16.0,5,6494.450334
11.0,10,6494.812203
19.0,2,6494.891923
15.0,6,6495.111659
17.0,4,6495.26448
9.0,12,6495.701213
17.0,4,6495.843186
10.0,11,6496.239722
12.0,9,6496.568274
7.0,14,6497.069232
9.0,12,6497.487369
11.0,10,6497.832575
5.0,16,6498.401512
12.0,9,6498.725392
10.0,11,6499.12404
13.0,8,6499.417263
2.0,19,6500.084491
9.0,12,6500.512564
12.0,9,6500.830829
6.0,15,6501.378856
16.0,5,6501.567671
8.0,13,6502.042298
12.0,9,6502.373994
11.0,10,6502.742901
19.0,2,6502.814759
12.0,9,6503.148242
18.0,3,6503.260445
13.0,8,6503.550677
10.0,11,6503.946671
17.0,4,6504.085624
15.0,6,6504.306909
8.0,13,6504.789906
7.0,14,6505.279356
16.0,5,6505.469414
15.0,6,6505.685034
15.0,6,6505.898399
5.0,16,6506.476121
14.0,7,6506.72976
10.0,11,6507.144328
13.0,8,6507.437837
17.0,4,6507.58209
10.0,11,6507.971411
9.0,12,6508.401254
10.0,11,6508.804738
20.0,1,6508.846756
8.0,13,6509.334765
9.0,12,6509.785334
9.0,12,6510.234947
13.0,8,6510.5276
9.0,12,6510.966745
16.0,5,6511.154149
17.0,4,6511.301259
20.0,1,6511.338395
9.0,12,6511.780815
14.0,7,6512.045632
18.0,3,6512.153399
9.0,12,6512.58795
17.0,4,6512.734815
14.0,7,6512.97959
12.0,9,6513.326607
18.0,3,6513.437536
12.0,9,6513.752491
17.0,4,6513.899127
7.0,14,6514.401188
14.0,7,6514.660991
15.0,6,6514.878781
18.0,3,6514.984466
8.0,13,6515.43316
11.0,10,6515.786305
15.0,6,6515.995667
18.0,3,6516.105298
7.0,14,6516.592737
14.0,7,6516.842762
7.0,14,6517.357777
8.0,13,6517.823534
5.0,16,6518.408108
7.0,14,6518.921952
9.0,12,6519.368001
12.0,9,6519.694219
14.0,7,6519.954251
13.0,8,6520.239738
11.0,10,6520.609492
17.0,4,6520.755138
10.0,11,6521.150648
11.0,10,6521.521772
17.0,4,6521.674205
7.0,14,6522.180177
9.0,12,6522.607756
17.0,4,6522.75127
6.0,15,6523.285144
12.0,9,6523.612129
16.0,5,6523.795653
15.0,6,6524.023375
13.0,8,6524.301879
15.0,6,6524.528093
19.0,2,6524.600072
16.0,5,6524.781987
16.0,5,6524.971177
8.0,13,6525.440043
9.0,12,6525.868169
14.0,7,6526.12298
10.0,11,6526.546374
14.0,7,6526.809097
15.0,6,6527.030915
9.0,12,6527.465631
16.0,5,6527.661646
14.0,7,6527.918107
8.0,13,6528.390816
15.0,6,6528.614736
14.0,7,6528.87407
10.0,11,6529.280534
8.0,13,6529.758787
19.0,2,6529.832251
19.0,2,6529.913009
13.0,8,6530.194909
13.0,8,6530.488058
17.0,4,6530.637005
7.0,14,6531.151818
9.0,12,6531.593094
13.0,8,6531.898479
8.0,13,6532.389385
7.0,14,6532.910442
14.0,7,6533.158201
10.0,11,6533.563579
8.0,13,6534.028657
8.0,13,6534.506313
10.0,11,6534.904919
9.0,12,6535.32886
15.0,6,6535.548602
18.0,3,6535.657843
10.0,11,6536.049852
3.0,18,6536.679414
10.0,11,6537.081561
8.0,13,6537.534047
11.0,10,6537.887371
13.0,8,6538.179981
17.0,4,6538.326678
7.0,14,6538.821674
17.0,4,6538.97413
15.0,6,6539.196665
10.0,11,6539.591846
12.0,9,6539.927547
11.0,10,6540.303912
8.0,13,6540.783241
13.0,8,6541.084849
18.0,3,6541.195193
12.0,9,6541.533724
20.0,1,6541.574164
5.0,16,6542.167211
10.0,11,6542.571322
9.0,12,6543.002447
7.0,14,6543.521086
11.0,10,6543.890619
9.0,12,6544.318701
10.0,11,6544.715603
10.0,11,6545.11169
4.0,17,6545.713274
8.0,13,6546.181595
13.0,8,6546.468492
9.0,12,6546.888635
20.0,1,6546.92777
16.0,5,6547.107561
16.0,5,6547.290186
10.0,11,6547.697562
6.0,15,6548.2454
17.0,4,6548.387751
14.0,7,6548.647368
10.0,11,6549.070309
13.0,8,6549.37071
11.0,10,6549.731323
18.0,3,6549.838259
7.0,14,6550.350962
13.0,8,6550.633764
10.0,11,6551.038515
4.0,17,6551.659954
17.0,4,6551.811219
13.0,8,6552.090098
18.0,3,6552.198908
17.0,4,6552.348639
10.0,11,6552.754846
17.0,4,6552.900512
14.0,7,6553.148668
14.0,7,6553.395088
9.0,12,6553.827755
19.0,2,6553.900674
17.0,4,6554.048579
12.0,9,6554.367804
16.0,5,6554.544899
9.0,12,6554.975769
17.0,4,6555.115777
9.0,12,6555.542342
13.0,8,6555.821003
-10.0,4,6555.963152
9.0,12,6556.397061
10.0,11,6556.770411
5.0,16,6557.350871
3.0,18,6558.005147
18.0,3,6558.126181
9.0,12,6558.53943
10.0,11,6558.937209
14.0,7,6559.188729
18.0,3,6559.305269
10.0,11,6559.69452
14.0,7,6559.955492
19.0,2,6560.026388
17.0,4,6560.173393
6.0,15,6560.702922
12.0,9,6561.024975
8.0,13,6561.492864
7.0,14,6561.990494
14.0,7,6562.253619
6.0,15,6562.800968
15.0,6,6563.020015
9.0,12,6563.472606
11.0,10,6563.854639
7.0,14,6564.367625
17.0,4,6564.517943
16.0,5,6564.702224
5.0,16,6565.283445
7.0,14,6565.8161
13.0,8,6566.114688
15.0,6,6566.333017
17.0,4,6566.479281
11.0,10,6566.840724
13.0,8,6567.139934
12.0,9,6567.470424
16.0,5,6567.651405
17.0,4,6567.806169
12.0,9,6568.138084
6.0,15,6568.685688
19.0,2,6568.763914
11.0,10,6569.12158
10.0,11,6569.518312
10.0,11,6569.917509
11.0,10,6570.282218
12.0,9,6570.599236
14.0,7,6570.846054
16.0,5,6571.038924
9.0,12,6571.484531
20.0,1,6571.527396
8.0,13,6572.005627
13.0,8,6572.309697
7.0,14,6572.815101
4.0,17,6573.443558
9.0,12,6573.89557
17.0,4,6574.053197
12.0,9,6574.377032
19.0,2,6574.448548
10.0,11,6574.840422
16.0,5,6575.026739
10.0,11,6575.418187
8.0,13,6575.881373
18.0,3,6575.988562
20.0,1,6576.025906
9.0,12,6576.463297
10.0,11,6576.851327
19.0,2,6576.931321
14.0,7,6577.185179
7.0,14,6577.712993
11.0,10,6578.077925
14.0,7,6578.342713
18.0,3,6578.456603
7.0,14,6578.97212
9.0,12,6579.406557
17.0,4,6579.555387
16.0,5,6579.736815
11.0,10,6580.100761
9.0,12,6580.567417
8.0,13,6581.04443
6.0,15,6581.586893
11.0,10,6581.943588
11.0,10,6582.291703
7.0,14,6582.790987
17.0,4,6582.936656
17.0,4,6583.07981
12.0,9,6583.421433
7.0,14,6583.910567
11.0,10,6584.261918
13.0,8,6584.55293
17.0,4,6584.702542
11.0,10,6585.067189
8.0,13,6585.518945
15.0,6,6585.744758
9.0,12,6586.162919
7.0,14,6586.667759
12.0,9,6586.985286
7.0,14,6587.487253
10.0,11,6587.880063
12.0,9,6588.201336
16.0,5,6588.386227
16.0,5,6588.587101
8.0,13,6589.082759
12.0,9,6589.432128
9.0,12,6589.856425
13.0,8,6590.156412
9.0,12,6590.598596
8.0,13,6591.070314
10.0,11,6591.47085
11.0,10,6591.834149
13.0,8,6592.1206
17.0,4,6592.267496
10.0,11,6592.65392
19.0,2,6592.724558
4.0,17,6593.329431
17.0,4,6593.473757
12.0,9,6593.80277
16.0,5,6593.985378
6.0,15,6594.505681
11.0,10,6594.854324
10.0,11,6595.246729
7.0,14,6595.759642
18.0,3,6595.87469
13.0,8,6596.155976
7.0,14,6596.64754
6.0,15,6597.186167
11.0,10,6597.541003
16.0,5,6597.719214
14.0,7,6597.97788
19.0,2,6598.050833
14.0,7,6598.308473
10.0,11,6598.708937
5.0,16,6599.281489
15.0,6,6599.506684
10.0,11,6599.89241
9.0,12,6600.330927
14.0,7,6600.589786
9.0,12,6601.00743
19.0,2,6601.084667
19.0,2,6601.163044
15.0,6,6601.375539
15.0,6,6601.587409
15.0,6,6601.803398
9.0,12,6602.221479
11.0,10,6602.56501
13.0,8,6602.846338
14.0,7,6603.105523
9.0,12,6603.543839
14.0,7,6603.801204
5.0,16,6604.387435
17.0,4,6604.544198
10.0,11,6604.945227
11.0,10,6605.309286
6.0,15,6605.861885
19.0,2,6605.9351
18.0,3,6606.048272
6.0,15,6606.599751
9.0,12,6607.034888
16.0,5,6607.218771
7.0,14,6607.728829
16.0,5,6607.91082
8.0,13,6608.367084
20.0,1,6608.409625
17.0,4,6608.568234
16.0,5,6608.743651
7.0,14,6609.255773
11.0,10,6609.634189
14.0,7,6609.905904
14.0,7,6610.160243
-10.0,1,6610.192019
14.0,7,6610.464404
13.0,8,6610.751924
9.0,12,6611.180533
13.0,8,6611.468384
12.0,9,6611.806274
14.0,7,6612.055758
16.0,5,6612.243182
11.0,10,6612.59907
15.0,6,6612.821254
17.0,4,6612.958097
9.0,12,6613.380678
11.0,10,6613.740446
13.0,8,6614.028908
12.0,9,6614.346197
9.0,12,6614.774426
12.0,9,6615.100335
16.0,5,6615.28171
7.0,14,6615.769975
19.0,2,6615.841961
16.0,5,6616.018708
10.0,11,6616.395367
12.0,9,6616.71865
20.0,1,6616.757789
11.0,10,6617.105769
19.0,2,6617.181454
8.0,13,6617.643529
13.0,8,6617.929063
17.0,4,6618.070818
13.0,8,6618.365844
-10.0,1,6618.394665
19.0,2,6618.468961
17.0,4,6618.612309
12.0,9,6618.923154
17.0,4,6619.069829
14.0,7,6619.327385
14.0,7,6619.572568
20.0,1,6619.610671
15.0,6,6619.824521
9.0,12,6620.261097
9.0,12,6620.68665
14.0,7,6620.94225
9.0,12,6621.379398
16.0,5,6621.572037
11.0,10,6621.936142
13.0,8,6622.235507
7.0,14,6622.741922
6.0,15,6623.280272
9.0,12,6623.720804
12.0,9,6624.040063
10.0,11,6624.439181
12.0,9,6624.768453
14.0,7,6625.027394
11.0,10,6625.374538
-10.0,3,6625.478842
10.0,11,6625.882547
12.0,9,6626.207542
5.0,16,6626.786865
10.0,11,6627.183362
6.0,15,6627.745045
19.0,2,6627.818512
10.0,11,6628.235452
9.0,12,6628.681493
17.0,4,6628.832772
17.0,4,6628.979907
16.0,5,6629.159089
8.0,13,6629.6353
9.0,12,6630.064425
15.0,6,6630.284786
7.0,14,6630.784432
-10.0,1,6630.814565
15.0,6,6631.030983
14.0,7,6631.287551
16.0,5,6631.462088
6.0,15,6631.98841
19.0,2,6632.065706
6.0,15,6632.609109
17.0,4,6632.756629
16.0,5,6632.93232
16.0,5,6633.113508
6.0,15,6633.645638
15.0,6,6633.860194
8.0,13,6634.330969
11.0,10,6634.68026
6.0,15,6635.228708
18.0,3,6635.340763
10.0,11,6635.757065
13.0,8,6636.050837
7.0,14,6636.565231
7.0,14,6637.075832
19.0,2,6637.151689
8.0,13,6637.617055
16.0,5,6637.803033
13.0,8,6638.090767
13.0,8,6638.387661
10.0,11,6638.780509
14.0,7,6639.037221
12.0,9,6639.362239
12.0,9,6639.680046
8.0,13,6640.144033
9.0,12,6640.568713
18.0,3,6640.679513
17.0,4,6640.828849
16.0,5,6641.021117
13.0,8,6641.325417
10.0,11,6641.733456
19.0,2,6641.811585
8.0,13,6642.276374
17.0,4,6642.421231
16.0,5,6642.607615
3.0,18,6643.277768
16.0,5,6643.458248
11.0,10,6643.830386
17.0,4,6643.972681
14.0,7,6644.225586
13.0,8,6644.517727
10.0,11,6644.915266
11.0,10,6645.268413
11.0,10,6645.633654
17.0,4,6645.778005
13.0,8,6646.068028
11.0,10,6646.421849
8.0,13,6646.893714
-10.0,2,6646.957207
9.0,12,6647.383633
19.0,2,6647.465852
16.0,5,6647.647762
19.0,2,6647.722617
9.0,12,6648.140865
11.0,10,6648.499842
11.0,10,6648.858799
10.0,11,6649.236912
18.0,3,6649.349373
20.0,1,6649.387921
18.0,3,6649.492335
10.0,11,6649.882485
16.0,5,6650.063985
16.0,5,6650.244231
7.0,14,6650.736694
12.0,9,6651.064387
-10.0,1,6651.094467
11.0,10,6651.453584
12.0,9,6651.769309
14.0,7,6652.02603
17.0,4,6652.174473
16.0,5,6652.367537
13.0,8,6652.670477
16.0,5,6652.856263
18.0,3,6652.969794
9.0,12,6653.421009
16.0,5,6653.610569
15.0,6,6653.830973
12.0,9,6654.153668
17.0,4,6654.302903
9.0,12,6654.756112
15.0,6,6654.984955
6.0,15,6655.523232
14.0,7,6655.778822
11.0,10,6656.134407
11.0,10,6656.495954
5.0,16,6657.075119
11.0,10,6657.435592
9.0,12,6657.891431
12.0,9,6658.221562
18.0,3,6658.342942
16.0,5,6658.541126
7.0,14,6659.062589
15.0,6,6659.285651
13.0,8,6659.578091
11.0,10,6659.950938
13.0,8,6660.242731
13.0,8,6660.535832
13.0,8,6660.824991
15.0,6,6661.035231
9.0,12,6661.460806
6.0,15,6661.997042
14.0,7,6662.254012
19.0,2,6662.325784
14.0,7,6662.580105
16.0,5,6662.76359
15.0,6,6662.973587
14.0,7,6663.226101
16.0,5,6663.411167
9.0,12,6663.835247
15.0,6,6664.053526
18.0,3,6664.166053
10.0,11,6664.558326
9.0,12,6664.982277
12.0,9,6665.286898
15.0,6,6665.512398
9.0,12,6665.946298
11.0,10,6666.29001
7.0,14,6666.78876
12.0,9,6667.115866
16.0,5,6667.292935
12.0,9,6667.615444
9.0,12,6668.0336
14.0,7,6668.287527
9.0,12,6668.687108
15.0,6,6668.903927
18.0,3,6669.012117
8.0,13,6669.469942
15.0,6,6669.690982
18.0,3,6669.800295
18.0,3,6669.910856
9.0,12,6670.349869
9.0,12,6670.787838
12.0,9,6671.112191
12.0,9,6671.433278
17.0,4,6671.580128
7.0,14,6672.07746
15.0,6,6672.304757
15.0,6,6672.515019
11.0,10,6672.865613
6.0,15,6673.404887
8.0,13,6673.87263
6.0,15,6674.406726
6.0,15,6674.948918
10.0,11,6675.339739
7.0,14,6675.830348
14.0,7,6676.091345
20.0,1,6676.129434
11.0,10,6676.485617
7.0,14,6676.977649
11.0,10,6677.334941
19.0,2,6677.404907
10.0,11,6677.802813
16.0,5,6677.986764
13.0,8,6678.270777
17.0,4,6678.416476
8.0,13,6678.877341
15.0,6,6679.090769
15.0,6,6679.298635
8.0,13,6679.759565
17.0,4,6679.916308
10.0,11,6680.328532
13.0,8,6680.635339
15.0,6,6680.856434
6.0,15,6681.422425
13.0,8,6681.717063
15.0,6,6681.937608
11.0,10,6682.294073
14.0,7,6682.558706
15.0,6,6682.783635
13.0,8,6683.077485
12.0,9,6683.403424
14.0,7,6683.658387
7.0,14,6684.17413
8.0,13,6684.629115
19.0,2,6684.700436
7.0,14,6685.205267
13.0,8,6685.503022
17.0,4,6685.650917
13.0,8,6685.93131
14.0,7,6686.188464
11.0,10,6686.549921
12.0,9,6686.872901
16.0,5,6687.051771
18.0,3,6687.167054
14.0,7,6687.416799
18.0,3,6687.532911
17.0,4,6687.677835
12.0,9,6688.008701
17.0,4,6688.161286
9.0,12,6688.596323
17.0,4,6688.753499
8.0,13,6689.236072
11.0,10,6689.601613
14.0,7,6689.866712
16.0,5,6690.053023
4.0,17,6690.685857
13.0,8,6690.959832
15.0,6,6691.182569
19.0,2,6691.261923
10.0,11,6691.655426
11.0,10,6692.038112
-10.0,1,6692.070492
19.0,2,6692.153007
17.0,4,6692.306402
11.0,10,6692.675973
18.0,3,6692.791541
16.0,5,6692.974254
15.0,6,6693.188689
13.0,8,6693.484489
10.0,11,6693.885984
18.0,3,6693.9922
15.0,6,6694.211555
7.0,14,6694.703135
7.0,14,6695.208642
11.0,10,6695.566751
9.0,12,6696.016837
8.0,13,6696.477104
13.0,8,6696.757501
10.0,11,6697.15005
12.0,9,6697.473353
7.0,14,6697.977883
9.0,12,6698.408591
13.0,8,6698.693021
9.0,12,6699.115978
7.0,14,6699.614195
9.0,12,6700.04485
14.0,7,6700.301156
10.0,11,6700.68803
18.0,3,6700.794523
7.0,14,6701.304894
13.0,8,6701.582365
7.0,14,6702.084267
13.0,8,6702.364896
10.0,11,6702.75539
7.0,14,6703.255698
12.0,9,6703.573437
19.0,2,6703.643348
13.0,8,6703.94165
7.0,14,6704.431
19.0,2,6704.505845
6.0,15,6705.074003
7.0,14,6705.583948
14.0,7,6705.845237
15.0,6,6706.066488
9.0,12,6706.499103
4.0,17,6707.111894
11.0,10,6707.477523
16.0,5,6707.655952
-10.0,5,6707.83316
10.0,11,6708.227935
14.0,7,6708.485449
11.0,10,6708.844064
9.0,12,6709.293654
10.0,11,6709.687574
19.0,2,6709.760607
17.0,4,6709.922076
7.0,14,6710.427243
20.0,1,6710.468016
15.0,6,6710.68936
14.0,7,6710.948152
7.0,14,6711.457094
17.0,4,6711.602434
14.0,7,6711.86196
7.0,14,6712.368056
11.0,10,6712.71958
16.0,5,6712.91486
8.0,13,6713.387036
12.0,9,6713.709523
17.0,4,6713.864935
11.0,10,6714.220699
-10.0,2,6714.285854
4.0,17,6714.880925
9.0,12,6715.31487
20.0,1,6715.363296
6.0,15,6715.893467
11.0,10,6716.256338
19.0,2,6716.329468
16.0,5,6716.513421
16.0,5,6716.691522
14.0,7,6716.942528
10.0,11,6717.332689
13.0,8,6717.61448
11.0,10,6717.972651
13.0,8,6718.270799
-10.0,1,6718.300795
14.0,7,6718.555074
12.0,9,6718.865074
13.0,8,6719.160717
4.0,17,6719.759505
9.0,12,6720.19219
11.0,10,6720.552644
8.0,13,6721.016471
15.0,6,6721.233234
12.0,9,6721.562754
17.0,4,6721.715017
16.0,5,6721.91224
12.0,9,6722.23778
15.0,6,6722.460005
14.0,7,6722.710504
9.0,12,6723.135172
8.0,13,6723.601258
12.0,9,6723.909182
14.0,7,6724.166439
19.0,2,6724.241315
13.0,8,6724.545
11.0,10,6724.908414
14.0,7,6725.165741
8.0,13,6725.643371
4.0,17,6726.240231
14.0,7,6726.486507
17.0,4,6726.632323
20.0,1,6726.670996
17.0,4,6726.818139
8.0,13,6727.281873
9.0,12,6727.711413
20.0,1,6727.749685
9.0,12,6728.179224
11.0,10,6728.534082
19.0,2,6728.606659
8.0,13,6729.062932
8.0,13,6729.528679
15.0,6,6729.742223
14.0,7,6730.010181
7.0,14,6730.527998
15.0,6,6730.749128
12.0,9,6731.087372
11.0,10,6731.475461
12.0,9,6731.805071
12.0,9,6732.135801
11.0,10,6732.504136
16.0,5,6732.688411
15.0,6,6732.91093
12.0,9,6733.245751
14.0,7,6733.502361
15.0,6,6733.727621
12.0,9,6734.054692
11.0,10,6734.409823
19.0,2,6734.488804
5.0,16,6735.054228
18.0,3,6735.159819
12.0,9,6735.491962
14.0,7,6735.745158
-10.0,3,6735.8457
7.0,14,6736.354475
16.0,5,6736.524735
10.0,11,6736.935082
19.0,2,6737.00793
14.0,7,6737.268543
17.0,4,6737.409776
6.0,15,6737.940291
19.0,2,6738.021225
19.0,2,6738.093951
7.0,14,6738.598504
16.0,5,6738.792385
10.0,11,6739.206234
11.0,10,6739.575989
10.0,11,6739.97965
6.0,15,6740.521168
10.0,11,6740.924767
17.0,4,6741.064211
9.0,12,6741.495991
7.0,14,6742.00074
19.0,2,6742.076234
7.0,14,6742.591318
15.0,6,6742.809339
12.0,9,6743.137902
18.0,3,6743.243655
15.0,6,6743.452942
18.0,3,6743.561429
8.0,13,6744.037636
19.0,2,6744.1171
17.0,4,6744.265893
11.0,10,6744.618318
16.0,5,6744.811212
13.0,8,6745.097427
17.0,4,6745.24203
13.0,8,6745.534379
16.0,5,6745.72666
15.0,6,6745.956985
16.0,5,6746.146318
16.0,5,6746.328935
18.0,3,6746.449962
15.0,6,6746.677613
9.0,12,6747.110131
15.0,6,6747.320508
17.0,4,6747.475544
11.0,10,6747.839562
8.0,13,6748.313096
10.0,11,6748.704361
13.0,8,6749.008163
11.0,10,6749.369842
18.0,3,6749.475981
11.0,10,6749.843088
6.0,15,6750.381284
11.0,10,6750.742698
17.0,4,6750.884432
12.0,9,6751.203363
14.0,7,6751.445948
18.0,3,6751.550911
15.0,6,6751.772267
17.0,4,6751.920956
17.0,4,6752.077418
7.0,14,6752.58227
9.0,12,6753.009775
19.0,2,6753.082321
11.0,10,6753.446142
3.0,18,6754.078288
16.0,5,6754.258192
14.0,7,6754.509746
9.0,12,6754.926653
12.0,9,6755.265556
14.0,7,6755.51519
18.0,3,6755.626329
17.014.0,7,6755.749911.0,10,6756.135802
10.0,11,6756.550696
14.0,7,6756.811121
7.0,14,6757.325947
7.0,14,6757.836378
9.0,12,6758.270443
19.0,2,6758.352038
14.0,7,6758.604576
15.0,6,6758.825155
10.0,11,6759.223136
16.0,5,6759.397088713.0,8,6759.692698117.0,4,6759.8350624.0,17,6760.4199957.0,14,6760.909871
11.0,10,6761.264429
17.0,4,6761.410252
10.0,11,6761.800491
10.0,11,6762.19473
11.0,10,6762.550007
15.0,6,6762.758652
19.0,2,6762.832031
17.0,4,6762.974712
17.0,4,6763.1178.0,111.0,10,6763.413.0,8,15.0,6,6763.65.0,16,6764.114147
9.0,12,6764.550397
14.0,7,6764.815227
17.0,13.0,8,6765.05016.0,9.0,12,6765.499087
8.0,13,6765.990031
11.0,10,6766.36587
9.0,12,6766.796614
17.0,4,6766.94478
9.0,12,6767.382316
15.0,6,6767.60471
6.0,15,6768.161131
17.0,4,6768.312927
17.0,4,6768.457588.08.0,13,6768.939065
14.0,7,6769.191405
10.0,11,6769.591753
13.0,8,6769.877931
10.0,11,6770.281618
18.0,3,6770.392986
17.0,4,6770.5389.0,17.0,14,6771.03948
16.0,5,6771.21379.0,7.0,14,6771.705175
14.0,7,6771.955509
16.0,5,6772.1378.0,112.0,9,6772.456626
8.0,13,6772.920943
10.0,11,6773.329363
9.0,12,6773.754385
8.0,13,6774.223011
13.0,8,6774.507053
11.0,10,6774.879287
15.0,6,6775.098189
12.0,9,6775.434331
11.0,10,6775.81247
7.0,14,6776.332866
17.0,4,6776.48218
7.0,14,6776.989596
16.0,5,6777.173775
19.0,2,6777.253441
6.0,15,6777.796755
17.0,4,6777.940028
17.0,4,6778.088341
9.0,12,6778.507838
17.0,4,6778.653422
14.0,7,6778.907055
16.0,5,6779.082489
13.0,8,6779.380951
18.0,3,6779.49064
14.0,7,6779.732223
12.0,9,6780.06411.0,10.0,11,6780.484188
10.0,11,6780.866.0,1510.0,11,6781.26.0,15,9.0,12,6781.611.0,10,6781.870763
9.0,12,6782.302638
16.0,56.0,15,6782.654015
12.0,9,6782.988.0,135.0,16,6783.584939
20.0,1,6783.6314.0,7,6783.855991
20.0,19.0,12,6784.210.0,1118.0,3,6784.3514.0,713.0,8,6784.650934
14.0,7,6784.918.0,13,6785.179862
18.0,11.0,10,6785.4012.0,12.0,9,6785.738.0,13,6786.082411
18.0,36.0,15,6786.451999
17.0,4,6786.67.0,14,15.0,6,6786.813.0,8,6787.103616
11.0,10,6787.468115
14.09.0,12,6787.78914.0,6.0,15,6788.32456.0,15,6788.850834
10.0,11,6789.249544
20.0,1,6789.285531
15.0,6,6789.509936
8.0,13,6789.966648
10.0,11,6790.359808
15.0,6,6790.580386
9.0,12,6791.019938
20.0,1,6791.058522
12.0,9,6791.38247
15.0,6,6791.6078
19.0,2,6791.689914
15.0,6,6791.909131
6.0,15,6792.458893
12.0,9,6792.793443
11.0,10,6793.169249
11.0,10,6793.534947
10.0,11,6793.925301
16.0,5,6794.100029
11.0,10,6794.472767
14.0,7,6794.73189
15.0,6,6794.94753
16.0,5,6795.127707
10.0,11,6795.534445
10.0,11,6795.927849
13.0,8,6796.221205
15.0,6,6796.439244
15.0,6,6796.649167
11.0,10,6797.008136
17.0,4,6797.155411
17.0,4,6797.302302
7.0,14,6797.794545
19.0,2,6797.869653
8.0,13,6798.338782
17.0,4,6798.480376
16.0,5,6798.665791
13.0,8,6798.944782
19.0,2,6799.017991
20.0,1,6799.055917
16.0,5,6799.244961
10.0,11,6799.629341
14.06.0,15,6799.904815.0,6,6800.112317
6.0,15,6800.668003
10.0,11,6801.079869
19.0,2,6801.155838
1511.0,10,6801.4272716.16.0,5,6801.622849.8.0,13,6802.0930626.0,15,6802.552065
139.0,12,6802.946649
12.0,9,6803.271387
17.0,4,6803.419298
4.0,17,6804.029136
17.0,4,6804.17676
11.0,10,6804.54554
13.0,8,6804.833238616.0,5,6805.01550995.0,16,6805.5825155.0,16,6805.939254
19.0,2,6806.016171
14.0,17,6806.373155
8.0,13,6806.840516
16.0,5,6807.018815
19.0,2,6807.099713
5.0,16,6807.686344
7.0,14,6808.18588
13.0,8,6808.477803
3.0,18,6809.133638
10.0,11,6809.538422
6.0,15,6810.099867
15.0,6,6810.318287
13.0,8,6810.618628
16.0,5,6810.813676
12.0,9,6811.147677
14.0,7,6811.402114
10.0,11,6811.815742
16.0,5,6812.006289
10.0,11,6812.417176
13.0,8,6812.714489
17.0,4,6812.867797
10.0,11,6813.272628
11.0,10,6813.633324
15.0,6,6813.85271
7.0,14,6814.361037
15.0,6,6814.574429
13.0,8,6814.866038
18.0,3,6814.980024
17.0,4,6815.135504
12.0,9,6815.464323
17.0,4,6815.613465
12.0,9,6815.942279
9.0,12,6816.378604
9.0,12,6816.813686
19.0,2,6816.887564
7.0,14,6817.422175
10.0,11,6817.821569
18.0,3,6817.928310.013.0,8,6818.236568.011.0,10,6818.609414.014.0,7,6818.865817.011.0,10,6819.243001
5.0,16,6819.824882
13.0,8,6820.118133
10.0,11,6820.50939
12.0,9,6820.84098
14.0,7,6821.099724
16.0,5,6821.277423
20.0,1,6821.317956
6.0,15,6821.873463
17.0,4,6822.03024
11.0,10,6822.391793
17.0,4,6822.5415815.5.0,16,6823.106695
12.0,9,6823.424544
-10.0,2,6823.493336
12.0,9,6823.820285
11.0,10,6824.178042
4.0,17,6824.781773
18.0,3,6824.887716
10.0,11,6825.296727
5.0,16,6825.868399
8.0,13,6826.329062
11.0,10,6826.696006
14.0,7,6826.94525
8.0,13,6827.41832
8.0,13,6827.884589
8.0,13,6828.359083
19.0,2,6828.433411
13.0,8,6828.740867
9.0,12,6829.183196
17.0,4,6829.32762
7.0,14,6829.844385
13.0,8,6830.142144
14.0,7,6830.397805
7.0,14,6830.918231
14.0,7,6831.167309
8.0,13,6831.643374
13.0,8,6831.931809
14.0,7,6832.188775
11.0,10,6832.543089
9.0,12,6832.965684
6.0,15,6833.50408
14.0,7,6833.752311
8.0,13,6834.224146
6.0,15,6834.763908
12.0,9,6835.077539
16.0,5,6835.259678
11.0,10,6835.609402
14.0,7,6835.853983
17.0,4,6835.998387
19.0,2,6836.072961
11.0,10,6836.41673
10.0,11,6836.797737
7.0,14,6837.284488
17.0,4,6837.43318
18.0,3,6837.535615
14.0,7,6837.782763
12.0,9,6838.106961
8.0,13,6838.562702
7.0,14,6839.08549
