#{"t_start": 1669216680.5227418, "env_id": null}
r,l,t
16.0,5,3824.870384
16.0,5,3824.944525
9.0,12,3825.116441
15.0,6,3825.20545
14.0,7,3825.307727
20.0,1,3825.327328
18.0,3,3825.374648
13.0,8,3825.489357
14.0,7,3825.590602
16.0,5,3825.665478
17.0,4,3825.726189
14.0,7,3825.828854
16.0,5,3825.903572
20.0,1,3825.923054
16.0,5,3825.996655
18.0,3,3826.04287
14.0,7,3826.14405
13.0,8,3826.259742
16.0,5,3826.334447
17.0,4,3826.395956
15.0,6,3826.484943
17.0,4,3826.546368
18.0,3,3826.593828
17.0,4,3826.654776
19.0,2,3826.688144
15.0,6,3826.775821
15.0,6,3826.864623
14.0,7,3826.967075
19.0,2,3827.000479
17.0,4,3827.061325
15.0,6,3827.150024
16.0,5,3827.224658
18.0,3,3827.271851
18.0,3,3827.318922
15.0,6,3827.406306
15.0,6,3827.495025
16.0,5,3827.570213
15.0,6,3827.658879
14.0,7,3827.761164
19.0,2,3827.794409
15.0,6,3827.883142
17.0,4,3827.943584
13.0,8,3828.059515
17.0,4,3828.120277
20.0,1,3828.139619
17.0,4,3828.200224
14.0,7,3828.301643
17.0,4,3828.361974
17.0,4,3828.422707
17.0,4,3828.482405
19.0,2,3828.515439
14.0,7,3828.617161
16.0,5,3828.691763
20.0,1,3828.711359
16.0,5,3828.784243
17.0,4,3828.844647
14.0,7,3828.946545
17.0,4,3829.007666
18.0,3,3829.054427
18.0,3,3829.101094
19.0,2,3829.134118
16.0,5,3829.207561
14.0,7,3829.307896
19.0,2,3829.340836
20.0,1,3829.360134
18.0,3,3829.406656
19.0,2,3829.439543
14.0,7,3829.537849
14.0,7,3829.638603
18.0,3,3829.685007
17.0,4,3829.743728
19.0,2,3829.776532
17.0,4,3829.836582
11.0,10,3829.975984
16.0,5,3830.049629
14.0,7,3830.148927
13.0,8,3830.262781
17.0,4,3830.322672
18.0,3,3830.368783
17.0,4,3830.428739
17.0,4,3830.488576
17.0,4,3830.548519
17.0,4,3830.608303
14.0,7,3830.708414
14.0,7,3830.808679
17.0,4,3830.868579
18.0,3,3830.914706
19.0,2,3830.947478
16.0,5,3831.021168
19.0,2,3831.054117
18.0,3,3831.100562
17.0,4,3831.160645
17.0,4,3831.220574
18.0,3,3831.266952
19.0,2,3831.299753
16.0,5,3831.37301
16.0,5,3831.446657
18.0,3,3831.493102
18.0,3,3831.53966
20.0,1,3831.558841
18.0,3,3831.605232
17.0,4,3831.665123
13.0,8,3831.779861
13.0,8,3831.892218
13.0,8,3832.004683
16.0,5,3832.077734
18.0,3,3832.123897
17.0,4,3832.183121
17.0,4,3832.24259
18.0,3,3832.288599
16.0,5,3832.361546
19.0,2,3832.394061
13.0,8,3832.505881
17.0,4,3832.565458
14.0,7,3832.665341
20.0,1,3832.684373
19.0,2,3832.716703
19.0,2,3832.749077
16.0,5,3832.821497
12.0,9,3832.946606
17.0,4,3833.005312
16.0,5,3833.077941
16.0,5,3833.150654
19.0,2,3833.183121
10.0,11,3833.333523
12.0,9,3833.458847
18.0,3,3833.504699
13.0,8,3833.616207
16.0,5,3833.688965
15.0,6,3833.773849
17.0,4,3833.833047
17.0,4,3833.89233
14.0,7,3833.991294
14.0,7,3834.089756
14.0,7,3834.186958
17.0,4,3834.249645
15.0,6,3834.343839
13.0,8,3834.4679
19.0,2,3834.503115
12.0,9,3834.641412
17.0,4,3834.706169
14.0,7,3834.815483
13.0,8,3834.938937
19.0,2,3834.974056
15.0,6,3835.067938
16.0,5,3835.147859
15.0,6,3835.241347
14.0,7,3835.349577
16.0,5,3835.428313
19.0,2,3835.463453
20.0,1,3835.483885
15.0,6,3835.577759
14.0,7,3835.686302
20.0,1,3835.706684
14.0,7,3835.815505
19.0,2,3835.850925
17.0,4,3835.915961
19.0,2,3835.951705
18.0,3,3836.005278
15.0,6,3836.09963
14.0,7,3836.209234
13.0,8,3836.333147
13.0,8,3836.458054
20.0,1,3836.478923
15.0,6,3836.574851
18.0,3,3836.625269
19.0,2,3836.660946
17.0,4,3836.7265
20.0,1,3836.747452
19.0,2,3836.783326
16.0,5,3836.864441
18.0,3,3836.915501
19.0,2,3836.951774
16.0,5,3837.033352
14.0,7,3837.14623
20.0,1,3837.16726
15.0,6,3837.264823
16.0,5,3837.346759
19.0,2,3837.382859
18.0,3,3837.435951
17.0,4,3837.502795
15.0,6,3837.599523
15.0,6,3837.696189
17.0,4,3837.762996
19.0,2,3837.799219
14.0,7,3837.910874
19.0,2,3837.947033
15.0,6,3838.044032
14.0,7,3838.155256
19.0,2,3838.191343
19.0,2,3838.227675
14.0,7,3838.339254
16.0,5,3838.419977
16.0,5,3838.501509
16.0,5,3838.583356
18.0,3,3838.634835
15.0,6,3838.731537
17.0,4,3838.797987
12.0,9,3838.939684
17.0,4,3839.00579
15.0,6,3839.102192
17.0,4,3839.168482
19.0,2,3839.205223
16.0,5,3839.28668
15.0,6,3839.381831
15.0,6,3839.478352
18.0,3,3839.529397
16.0,5,3839.609733
13.0,8,3839.734761
16.0,5,3839.816059
18.0,3,3839.866976
16.0,5,3839.948532
13.0,8,3840.072861
17.0,4,3840.13872
19.0,2,3840.174518
13.0,8,3840.30053
15.0,6,3840.39688
16.0,5,3840.486737
13.0,8,3840.60799
16.0,5,3840.685102
19.0,2,3840.719167
16.0,5,3840.79617
18.0,3,3840.844441
18.0,3,3840.89259
16.0,5,3840.969996
15.0,6,3841.060806
16.0,5,3841.137565
15.0,6,3841.228707
15.0,6,3841.319196
16.0,5,3841.395611
20.0,1,3841.415534
15.0,6,3841.506057
20.0,1,3841.525961
18.0,3,3841.574275
16.0,5,3841.650589
13.0,8,3841.769085
15.0,6,3841.859543
17.0,4,3841.921852
18.0,3,3841.969819
14.0,7,3842.0743
15.0,6,3842.164606
17.0,4,3842.226739
14.0,7,3842.329618
17.0,4,3842.391143
15.0,6,3842.481195
13.0,8,3842.597692
14.0,7,3842.701134
18.0,3,3842.748257
13.0,8,3842.864353
15.0,6,3842.95369
19.0,2,3842.986837
15.0,6,3843.075826
16.0,5,3843.150548
14.0,7,3843.253508
14.0,7,3843.355386
14.0,7,3843.458955
15.0,6,3843.547743
18.0,3,3843.595092
16.0,5,3843.669623
16.0,5,3843.744505
15.0,6,3843.832922
17.0,4,3843.893911
18.0,3,3843.940918
18.0,3,3843.988614
14.0,7,3844.091775
19.0,2,3844.125192
19.0,2,3844.158437
15.0,6,3844.247009
17.0,4,3844.307657
19.0,2,3844.340938
14.0,7,3844.441948
18.0,3,3844.489243
15.0,6,3844.580965
20.0,1,3844.600909
18.0,3,3844.649382
15.0,6,3844.739902
16.0,5,3844.816442
19.0,2,3844.850444
16.0,5,3844.931401
13.0,8,3845.050809
15.0,6,3845.141143
20.0,1,3845.160892
16.0,5,3845.237553
19.0,2,3845.271515
18.0,3,3845.319945
15.0,6,3845.410554
14.0,7,3845.515568
17.0,4,3845.577826
18.0,3,3845.626079
16.0,5,3845.702483
19.0,2,3845.736694
14.0,7,3845.84032
17.0,4,3845.901821
18.0,3,3845.950005
15.0,6,3846.040421
19.0,2,3846.074437
16.0,5,3846.150708
14.0,7,3846.254604
18.0,3,3846.302492
18.0,3,3846.350774
18.0,3,3846.399207
15.0,6,3846.489874
14.0,7,3846.595277
14.0,7,3846.698507
17.0,4,3846.760638
20.0,1,3846.780738
14.0,7,3846.885194
-10.0,1,3846.899621
17.0,4,3846.961638
16.0,5,3847.04076
17.0,4,3847.102853
15.0,6,3847.192675
14.0,7,3847.296001
16.0,5,3847.371906
12.0,9,3847.5048
18.0,3,3847.552667
16.0,5,3847.628357
15.0,6,3847.719112
13.0,8,3847.837032
18.0,3,3847.884878
14.0,7,3847.988919
18.0,3,3848.036138
20.0,1,3848.055823
20.0,1,3848.075467
17.0,4,3848.137169
17.0,4,3848.198821
15.0,6,3848.288394
13.0,8,3848.406343
16.0,5,3848.482669
14.0,7,3848.586618
16.0,5,3848.662531
13.0,8,3848.780446
17.0,4,3848.842249
16.0,5,3848.918037
16.0,5,3848.994095
14.0,7,3849.097184
17.0,4,3849.159148
18.0,3,3849.206917
17.0,4,3849.268828
17.0,4,3849.329704
18.0,3,3849.377344
17.0,4,3849.439377
9.0,12,3849.611665
20.0,1,3849.631379
14.0,7,3849.734622
15.0,6,3849.823548
14.0,7,3849.927523
17.0,4,3849.989345
14.0,7,3850.093355
16.0,5,3850.169198
16.0,5,3850.244981
20.0,1,3850.264591
11.0,10,3850.40976
16.0,5,3850.486966
19.0,2,3850.521002
19.0,2,3850.555055
20.0,1,3850.574691
17.0,4,3850.636012
18.0,3,3850.683417
19.0,2,3850.716879
16.0,5,3850.792281
17.0,4,3850.853826
17.0,4,3850.915516
17.0,4,3850.976882
15.0,6,3851.066647
20.0,1,3851.086505
14.0,7,3851.188916
11.0,10,3851.332972
15.0,6,3851.42213
19.0,2,3851.455669
19.0,2,3851.48926
12.0,9,3851.618962
16.0,5,3851.694435
15.0,6,3851.783423
17.0,4,3851.844774
19.0,2,3851.878164
17.0,4,3851.939502
14.0,7,3852.040907
14.0,7,3852.144156
19.0,2,3852.177697
-10.0,2,3852.204107
17.0,4,3852.265561
16.0,5,3852.340666
16.0,5,3852.416305
20.0,1,3852.435832
17.0,4,3852.496994
19.0,2,3852.530612
15.0,6,3852.619713
18.0,3,3852.666882
17.0,4,3852.728278
17.0,4,3852.78976
14.0,7,3852.891316
16.0,5,3852.96635
13.0,8,3853.081724
15.0,6,3853.170335
16.0,5,3853.244176
18.0,3,3853.291136
20.0,1,3853.310652
20.0,1,3853.33025
15.0,6,3853.417791
18.0,3,3853.464894
17.0,4,3853.525667
18.0,3,3853.572948
18.0,3,3853.620115
14.0,7,3853.722153
19.0,2,3853.755487
17.0,4,3853.81649
12.0,9,3853.944812
16.0,5,3854.019594
15.0,6,3854.107162
16.0,5,3854.181903
16.0,5,3854.256545
16.0,5,3854.331346
15.0,6,3854.41982
15.0,6,3854.508203
15.0,6,3854.596353
17.0,4,3854.65708
15.0,6,3854.745533
19.0,2,3854.778751
20.0,1,3854.798316
16.0,5,3854.873007
15.0,6,3854.961995
13.0,8,3855.077609
16.0,5,3855.152552
14.0,7,3855.255177
17.0,4,3855.316227
16.0,5,3855.390936
13.0,8,3855.505807
12.0,9,3855.635314
17.0,4,3855.70237
16.0,5,3855.784745
17.0,4,3855.848364
12.0,9,3855.983256
18.0,3,3856.032196
20.0,1,3856.052291
17.0,4,3856.116532
18.0,3,3856.166366
17.0,4,3856.231808
17.0,4,3856.29636
18.0,3,3856.346036
18.0,3,3856.396143
17.0,4,3856.460701
16.0,5,3856.541901
17.0,4,3856.608701
13.0,8,3856.737601
15.0,6,3856.834795
13.0,8,3856.964482
14.0,7,3857.07623
18.0,3,3857.127921
15.0,6,3857.224233
14.0,7,3857.336157
17.0,4,3857.402748
20.0,1,3857.423738
15.0,6,3857.520536
20.0,1,3857.541299
14.0,7,3857.652787
18.0,3,3857.702909
18.0,3,3857.754459
14.0,7,3857.865951
20.0,1,3857.88662
14.0,7,3857.997801
15.0,6,3858.093594
19.0,2,3858.129682
20.0,1,3858.150586
16.0,5,3858.231452
14.0,7,3858.34221
15.0,6,3858.437943
19.0,2,3858.473863
17.0,4,3858.538229
15.0,6,3858.633476
13.0,8,3858.758476
17.0,4,3858.82488
19.0,2,3858.860379
19.0,2,3858.895842
16.0,5,3858.97567
19.0,2,3859.010899
14.0,7,3859.121331
16.0,5,3859.201365
17.0,4,3859.266182
16.0,5,3859.346011
17.0,4,3859.410701
15.0,6,3859.505307
14.0,7,3859.614597
18.0,3,3859.664746
20.0,1,3859.685282
16.0,5,3859.764186
17.0,4,3859.828832
18.0,3,3859.879192
20.0,1,3859.901253
18.0,3,3859.951031
17.0,4,3860.012109
14.0,7,3860.113973
12.0,9,3860.243642
16.0,5,3860.31945
16.0,5,3860.394457
18.0,3,3860.441507
14.0,7,3860.543733
18.0,3,3860.590778
14.0,7,3860.692067
14.0,7,3860.79308
15.0,6,3860.881106
18.0,3,3860.927895
17.0,4,3860.989396
17.0,4,3861.049806
18.0,3,3861.09649
15.0,6,3861.184262
14.0,7,3861.285899
17.0,4,3861.34616
19.0,2,3861.379047
18.0,3,3861.425907
13.0,8,3861.539062
20.0,1,3861.55833
16.0,5,3861.632217
17.0,4,3861.692429
19.0,2,3861.724558
17.0,4,3861.784966
19.0,2,3861.817903
15.0,6,3861.905497
16.0,5,3861.97941
18.0,3,3862.025914
16.0,5,3862.099715
16.0,5,3862.173722
19.0,2,3862.206598
17.0,4,3862.266734
15.0,6,3862.352267
14.0,7,3862.453111
-10.0,1,3862.465918
15.0,6,3862.553222
19.0,2,3862.588229
19.0,2,3862.623744
14.0,7,3862.732794
17.0,4,3862.797717
13.0,8,3862.921428
17.0,4,3862.984966
18.0,3,3863.034767
15.0,6,3863.128984
16.0,5,3863.208416
18.0,3,3863.258078
17.0,4,3863.322069
17.0,4,3863.386402
17.0,4,3863.45084
17.0,4,3863.515065
17.0,4,3863.579242
19.0,2,3863.613609
17.0,4,3863.677884
18.0,3,3863.727532
18.0,3,3863.776989
17.0,4,3863.841402
16.0,5,3863.920097
16.0,5,3863.997334
20.0,1,3864.017669
18.0,3,3864.066938
18.0,3,3864.116145
14.0,7,3864.22312
17.0,4,3864.286757
17.0,4,3864.35116
16.0,5,3864.429891
15.0,6,3864.52317
16.0,5,3864.602218
15.0,6,3864.696953
17.0,4,3864.760794
18.0,3,3864.810127
16.0,5,3864.888072
15.0,6,3864.982141
15.0,6,3865.073389
14.0,7,3865.184096
16.0,5,3865.265458
17.0,4,3865.328771
14.0,7,3865.434046
16.0,5,3865.511098
16.0,5,3865.588517
14.0,7,3865.693286
17.0,4,3865.756292
15.0,6,3865.856042
18.0,3,3865.905357
18.0,3,3865.954456
15.0,6,3866.051791
13.0,8,3866.174639
20.0,1,3866.194879
17.0,4,3866.257095
20.0,1,3866.277345
18.0,3,3866.326382
16.0,5,3866.403233
18.0,3,3866.452346
20.0,1,3866.472272
14.0,7,3866.57795
17.0,4,3866.641021
14.0,7,3866.750217
18.0,3,3866.798564
18.0,3,3866.84601
19.0,2,3866.880514
17.0,4,3866.943616
16.0,5,3867.020372
16.0,5,3867.097047
17.0,4,3867.159117
14.0,7,3867.264017
19.0,2,3867.298083
15.0,6,3867.388799
14.0,7,3867.4937
15.0,6,3867.583502
13.0,8,3867.702766
15.0,6,3867.793511
17.0,4,3867.856696
15.0,6,3867.946887
17.0,4,3868.009024
15.0,6,3868.099713
12.0,9,3868.231491
16.0,5,3868.307872
17.0,4,3868.369774
17.0,4,3868.43173
13.0,8,3868.549996
17.0,4,3868.612309
17.0,4,3868.674391
18.0,3,3868.722515
16.0,5,3868.798743
16.0,5,3868.873915
20.0,1,3868.893762
16.0,5,3868.970923
11.0,10,3869.116909
13.0,8,3869.234023
19.0,2,3869.268039
14.0,7,3869.371469
12.0,9,3869.503165
20.0,1,3869.522964
17.0,4,3869.585675
17.0,4,3869.64773
14.0,7,3869.754071
20.0,1,3869.773971
14.0,7,3869.879661
17.0,4,3869.946828
18.0,3,3869.995115
20.0,1,3870.014994
16.0,5,3870.092119
17.0,4,3870.154971
15.0,6,3870.244819
20.0,1,3870.264665
16.0,5,3870.341258
20.0,1,3870.361225
19.0,2,3870.395184
15.0,6,3870.48622
17.0,4,3870.548726
14.0,7,3870.652767
17.0,4,3870.715113
16.0,5,3870.791783
16.0,5,3870.86851
15.0,6,3870.959146
13.0,8,3871.077904
15.0,6,3871.169264
14.0,7,3871.274342
15.0,6,3871.366472
15.0,6,3871.457354
18.0,3,3871.506032
18.0,3,3871.555396
-10.0,1,3871.568834
17.0,4,3871.633471
15.0,6,3871.727466
13.0,8,3871.852548
16.0,5,3871.933738
15.0,6,3872.029467
19.0,2,3872.06546
17.0,4,3872.131782
14.0,7,3872.240978
18.0,3,3872.291133
15.0,6,3872.384367
18.0,3,3872.434762
18.0,3,3872.484804
17.0,4,3872.549889
14.0,7,3872.659433
16.0,5,3872.739159
15.0,6,3872.83364
15.0,6,3872.928068
20.0,1,3872.948529
17.0,4,3873.013295
20.0,1,3873.033792
18.0,3,3873.084095
20.0,1,3873.104474
16.0,5,3873.18396
9.0,12,3873.363459
13.0,8,3873.487501
17.0,4,3873.552217
18.0,3,3873.601937
16.0,5,3873.680923
16.0,5,3873.76009
12.0,9,3873.897133
17.0,4,3873.961313
18.0,3,3874.01104
15.0,6,3874.103529
16.0,5,3874.182154
16.0,5,3874.261128
14.0,7,3874.367954
17.0,4,3874.43223
20.0,1,3874.452502
16.0,5,3874.530985
14.0,7,3874.638228
20.0,1,3874.658577
16.0,5,3874.737068
17.0,4,3874.800805
13.0,8,3874.921776
11.0,10,3875.076947
16.0,5,3875.1548
18.0,3,3875.203445
15.0,6,3875.295232
17.0,4,3875.359494
17.0,4,3875.422939
15.0,6,3875.514959
18.0,3,3875.563651
19.0,2,3875.598029
14.0,7,3875.70268
15.0,6,3875.794446
20.0,1,3875.814778
15.0,6,3875.905264
17.0,4,3875.968176
15.0,6,3876.05946
17.0,4,3876.122127
19.0,2,3876.15641
19.0,2,3876.190763
19.0,2,3876.225298
14.0,7,3876.332067
17.0,4,3876.3951
13.0,8,3876.515148
19.0,2,3876.54932
17.0,4,3876.611255
13.0,8,3876.729156
18.0,3,3876.777519
19.0,2,3876.81088
15.0,6,3876.901073
14.0,7,3877.006229
16.0,5,3877.08296
19.0,2,3877.117112
15.0,6,3877.207981
15.0,6,3877.298174
17.0,4,3877.360769
15.0,6,3877.450501
16.0,5,3877.526852
17.0,4,3877.589326
20.0,1,3877.609107
16.0,5,3877.685667
18.0,3,3877.733687
18.0,3,3877.781747
16.0,5,3877.858059
16.0,5,3877.934932
16.0,5,3878.009445
11.0,10,3878.155421
15.0,6,3878.245808
16.0,5,3878.322579
13.0,8,3878.444921
15.0,6,3878.534424
18.0,3,3878.582115
16.0,5,3878.657824
15.0,6,3878.746652
18.0,3,3878.794412
13.0,8,3878.911263
19.0,2,3878.945103
15.0,6,3879.034966
17.0,4,3879.096462
18.0,3,3879.144521
14.0,7,3879.247717
15.0,6,3879.337223
17.0,4,3879.398803
18.0,3,3879.446835
-10.0,2,3879.472977
16.0,5,3879.548146
13.0,8,3879.664337
18.0,3,3879.711768
19.0,2,3879.745425
19.0,2,3879.778985
17.0,4,3879.839597
19.0,2,3879.873196
19.0,2,3879.906666
16.0,5,3879.981791
14.0,7,3880.085125
12.0,9,3880.216455
17.0,4,3880.278636
16.0,5,3880.352676
16.0,5,3880.428062
17.0,4,3880.489727
-10.0,1,3880.502714
13.0,8,3880.61987
20.0,1,3880.639473
14.0,7,3880.742411
19.0,2,3880.775918
13.0,8,3880.8917
14.0,7,3880.994469
15.0,6,3881.083136
18.0,3,3881.1303
18.0,3,3881.177643
18.0,3,3881.224394
19.0,2,3881.257818
16.0,5,3881.333402
16.0,5,3881.410433
18.0,3,3881.458361
16.0,5,3881.533483
14.0,7,3881.636105
13.0,8,3881.752114
15.0,6,3881.840695
18.0,3,3881.887921
18.0,3,3881.934726
17.0,4,3881.995233
16.0,5,3882.069727
20.0,1,3882.089016
18.0,3,3882.136065
19.0,2,3882.169441
17.0,4,3882.231539
14.0,7,3882.334058
15.0,6,3882.423505
19.0,2,3882.456697
16.0,5,3882.531047
14.0,7,3882.633068
15.0,6,3882.72183
16.0,5,3882.796674
19.0,2,3882.830204
16.0,5,3882.905211
15.0,6,3882.993404
15.0,6,3883.081348
16.0,5,3883.154412
18.0,3,3883.201201
17.0,4,3883.261184
16.0,5,3883.334964
18.0,3,3883.381735
-10.0,1,3883.394562
17.0,4,3883.455159
18.0,3,3883.502013
16.0,5,3883.576067
-10.0,1,3883.588654
18.0,3,3883.635742
18.0,3,3883.682451
14.0,7,3883.782593
17.0,4,3883.843434
13.0,8,3883.959542
13.0,8,3884.075555
20.0,1,3884.094809
18.0,3,3884.141398
15.0,6,3884.231252
19.0,2,3884.264007
15.0,6,3884.351521
15.0,6,3884.437769
20.0,1,3884.456875
17.0,4,3884.517629
19.0,2,3884.549631
16.0,5,3884.623619
15.0,6,3884.710904
14.0,7,3884.811917
13.0,8,3884.924558
17.0,4,3884.983725
16.0,5,3885.056386
18.0,3,3885.102798
17.0,4,3885.163018
17.0,4,3885.223273
16.0,5,3885.298893
16.0,5,3885.372731
15.0,6,3885.459752
19.0,2,3885.492742
14.0,7,3885.594045
15.0,6,3885.681315
19.0,2,3885.714273
17.0,4,3885.774202
18.0,3,3885.820888
18.0,3,3885.867423
15.0,6,3885.954874
17.0,4,3886.014984
20.0,1,3886.034402
15.0,6,3886.121514
15.0,6,3886.209236
17.0,4,3886.269275
20.0,1,3886.288553
13.0,8,3886.40338
14.0,7,3886.505455
19.0,2,3886.538874
17.0,4,3886.599988
13.0,8,3886.715354
14.0,7,3886.816547
20.0,1,3886.835944
19.0,2,3886.869082
20.0,1,3886.888388
17.0,4,3886.948917
13.0,8,3887.064049
17.0,4,3887.124327
17.0,4,3887.184606
17.0,4,3887.244591
17.0,4,3887.30839
17.0,4,3887.368403
13.0,8,3887.48236
15.0,6,3887.569992
19.0,2,3887.603106
15.0,6,3887.690863
16.0,5,3887.764791
16.0,5,3887.838831
14.0,7,3887.940554
14.0,7,3888.042896
19.0,2,3888.076446
19.0,2,3888.109714
14.0,7,3888.211428
15.0,6,3888.300908
15.0,6,3888.390909
15.0,6,3888.48157
20.0,1,3888.501532
15.0,6,3888.592981
17.0,4,3888.655739
16.0,5,3888.733649
17.0,4,3888.79771
17.0,4,3888.860718
18.0,3,3888.90974
15.0,6,3889.00272
18.0,3,3889.051802
20.0,1,3889.072044
15.0,6,3889.164258
19.0,2,3889.198946
16.0,5,3889.277591
17.0,4,3889.341233
18.0,3,3889.390267
16.0,5,3889.468578
16.0,5,3889.546124
11.0,10,3889.695474
15.0,6,3889.788159
14.0,7,3889.89403
19.0,2,3889.928995
18.0,3,3889.977586
15.0,6,3890.069438
14.0,7,3890.174572
15.0,6,3890.266056
17.0,4,3890.329639
19.0,2,3890.363976
18.0,3,3890.412009
19.0,2,3890.446419
16.0,5,3890.522941
19.0,2,3890.557307
19.0,2,3890.591358
15.0,6,3890.683206
16.0,5,3890.760335
16.0,5,3890.836663
16.0,5,3890.914013
16.0,5,3890.991143
15.0,6,3891.08245
18.0,3,3891.130906
16.0,5,3891.20771
17.0,4,3891.270366
15.0,6,3891.361246
9.0,12,3891.535463
14.0,7,3891.64076
18.0,3,3891.689439
17.0,4,3891.753293
18.0,3,3891.802288
16.0,5,3891.879817
19.0,2,3891.91409
17.0,4,3891.976687
16.0,5,3892.054058
20.0,1,3892.073977
15.0,6,3892.164958
18.0,3,3892.213731
16.0,5,3892.290996
15.0,6,3892.382172
16.0,5,3892.459415
19.0,2,3892.493366
17.0,4,3892.555428
19.0,2,3892.58949
16.0,5,3892.665787
16.0,5,3892.747468
18.0,3,3892.794939
20.0,1,3892.814678
15.0,6,3892.905085
17.0,4,3892.967832
15.0,6,3893.057725
17.0,4,3893.119765
15.0,6,3893.210392
20.0,1,3893.230038
15.0,6,3893.320504
15.0,6,3893.409937
17.0,4,3893.471518
20.0,1,3893.491119
18.0,3,3893.543516
17.0,4,3893.605602
16.0,5,3893.681062
17.0,4,3893.743021
13.0,8,3893.859376
19.0,2,3893.892009
12.0,9,3894.022957
14.0,7,3894.124446
15.0,6,3894.213205
14.0,7,3894.315613
14.0,7,3894.422376
14.0,7,3894.52953
17.0,4,3894.593174
13.0,8,3894.712923
18.0,3,3894.762009
15.0,6,3894.854698
14.0,7,3894.96181
18.0,3,3895.011104
19.0,2,3895.049926
18.0,3,3895.099159
18.0,3,3895.147728
15.0,6,3895.239561
15.0,6,3895.332507
17.0,4,3895.395935
14.0,7,3895.501959
17.0,4,3895.565539
15.0,6,3895.656619
15.0,6,3895.748531
15.0,6,3895.840037
16.0,5,3895.918241
18.0,3,3895.967047
17.0,4,3896.030161
18.0,3,3896.078883
18.0,3,3896.12993
13.0,8,3896.25142
16.0,5,3896.3273
16.0,5,3896.404881
18.0,3,3896.453617
17.0,4,3896.517056
17.0,4,3896.58015
17.0,4,3896.64318
19.0,2,3896.677669
14.0,7,3896.784296
15.0,6,3896.876073
16.0,5,3896.953329
16.0,5,3897.029899
18.0,3,3897.078734
20.0,1,3897.098729
19.0,2,3897.133096
16.0,5,3897.210492
17.0,4,3897.27339
15.0,6,3897.36506
14.0,7,3897.471871
20.0,1,3897.491942
13.0,8,3897.612619
14.0,7,3897.718585
16.0,5,3897.795759
17.0,4,3897.858957
18.0,3,3897.907449
16.0,5,3897.984746
15.0,6,3898.076377
15.0,6,3898.16765
15.0,6,3898.259201
16.0,5,3898.336414
19.0,2,3898.370713
16.0,5,3898.447936
14.0,7,3898.552659
16.0,5,3898.629021
16.0,5,3898.70634
15.0,6,3898.796896
16.0,5,3898.874331
12.0,9,3899.008066
15.0,6,3899.097167
13.0,8,3899.21181
14.0,7,3899.312276
19.0,2,3899.345335
16.0,5,3899.421297
19.0,2,3899.454306
18.0,3,3899.501035
17.0,4,3899.561234
16.0,5,3899.635586
17.0,4,3899.695073
17.0,4,3899.755431
14.0,7,3899.856794
18.0,3,3899.903468
16.0,5,3899.977554
18.0,3,3900.024506
16.0,5,3900.098584
15.0,6,3900.186449
18.0,3,3900.233085
19.0,2,3900.266752
15.0,6,3900.354682
14.0,7,3900.456204
18.0,3,3900.50326
12.0,9,3900.631753
17.0,4,3900.692623
15.0,6,3900.779782
14.0,7,3900.880558
16.0,5,3900.955103
15.0,6,3901.043179
17.0,4,3901.103572
12.0,9,3901.231951
11.0,10,3901.374043
19.0,2,3901.407393
17.0,4,3901.467797
16.0,5,3901.541935
17.0,4,3901.60233
13.0,8,3901.716859
16.0,5,3901.790659
17.0,4,3901.850622
17.0,4,3901.911339
16.0,5,3901.986037
17.0,4,3902.047114
14.0,7,3902.148576
18.0,3,3902.195243
19.0,2,3902.228159
18.0,3,3902.275029
19.0,2,3902.307946
16.0,5,3902.381783
19.0,2,3902.414692
14.0,7,3902.51586
18.0,3,3902.562364
15.0,6,3902.649723
13.0,8,3902.762982
15.0,6,3902.849664
14.0,7,3902.950725
16.0,5,3903.024393
16.0,5,3903.09609
20.0,1,3903.115402
18.0,3,3903.161921
15.0,6,3903.248986
17.0,4,3903.309398
17.0,4,3903.369486
16.0,5,3903.444046
17.0,4,3903.503999
14.0,7,3903.605056
15.0,6,3903.691835
18.0,3,3903.738042
15.0,6,3903.824988
18.0,3,3903.871425
16.0,5,3903.94509
19.0,2,3903.979125
17.0,4,3904.039783
14.0,7,3904.140935
16.0,5,3904.213505
16.0,5,3904.287334
18.0,3,3904.333373
17.0,4,3904.392926
12.0,9,3904.517853
15.0,6,3904.604328
15.0,6,3904.691169
13.0,8,3904.804557
11.0,10,3904.944147
17.0,4,3905.004384
19.0,2,3905.03725
18.0,3,3905.083699
19.0,2,3905.116451
13.0,8,3905.231774
16.0,5,3905.305825
20.0,1,3905.325117
13.0,8,3905.441315
18.0,3,3905.492611
16.0,5,3905.567745
18.0,3,3905.615189
18.0,3,3905.662361
14.0,7,3905.76484
17.0,4,3905.829126
17.0,4,3905.89084
14.0,7,3905.994258
15.0,6,3906.083889
14.0,7,3906.187515
18.0,3,3906.235132
11.0,10,3906.379534
16.0,5,3906.453748
17.0,4,3906.515483
12.0,9,3906.64608
16.0,5,3906.721222
19.0,2,3906.754794
18.0,3,3906.802081
16.0,5,3906.877375
18.0,3,3906.924625
16.0,5,3906.998967
18.0,3,3907.046504
14.0,7,3907.149709
15.0,6,3907.240432
15.0,6,3907.330698
18.0,3,3907.378572
13.0,8,3907.494375
15.0,6,3907.583571
15.0,6,3907.672421
13.0,8,3907.789449
18.0,3,3907.836769
16.0,5,3907.911657
13.0,8,3908.027668
